,utterance,emotion
9815,"badshah ney usase kahaa, 'merey mitra, tumhen itane dinon baad dekhkar prasann huaa huun, tumane mujhe pahachaana",joy
9816,usane mujhe aisee suraksha pradaan kii kii mujhe jahaaj parr koee dukh naan huaa,joy
9817,main yadyapi boll naheen paataa thaa tathaapi samajhata tou sub kuchh thaa aur usaki baatein samajh curr aise sanket kartaa thaa kii uska badaa manoranjan hotaa thaa,joy
9818,dheere-dheere jahaaj parr savaar sabhi loga mujh parr kripalu hoe gaye aur mujhe pyaar karane lagey,joy
9819,kaptan kii iss baat parr sub loga rook gaye aur maine kalam laker chaar kavita panktiyaan itane sunder dhang seey likhin jaise koee vyaapaari yaa anya nagrik naan likh paataa,joy
9820,badshah ney merey sulekh koo bhee pasand kiyaa aur merrie kavita koo bhee,joy
9821,usane sardaaron seey kahaa kii aeka bhaari khilat (sammaan paridhan) leey jaao aur usa aadami koo pahanaao jisane yeh likhaa haye aur aeka badhiya ghodaa bhee ghudsal seey leey jaao aur usey sammaanpoorvak savaar karakar yahaan leey aao,joy
9822,badshah koo yeh dekhkar ashcharya aur prasannata aur adhik hui,joy
9823,"betty tum itani gunee hoe yeh mujhe maloom hii naheen thaa""",joy
9824,"badshah ney kahaa, 'aggar tumane aisaa kiyaa tou main tumhara badaa aabhaar manoonga aur iss rajkumar koo apana mantri banaakar tumhare saath iska vivaah curr doongaa",joy
9825,shahzari malika hassan apane sadharan shareer mein aaa gaee aur jinn raakh kaa dher hocker dikhaai dene lagaa,joy
9826,usake itna kahate hii main pahale jaisa bunn gayaa,joy
9827,"jaba doosare fakir ney apana vrittaant puuraa curr liyaa tou zubaida ney usase kahaa kii hamane tujhe bhee kshama kiyaa, tuu jahaan chaahe vahan jaane key liye swatantra haye",joy
9828,badshah akbar apane mantri birbal koo bahut pasand kartaa thaa,joy
9829,phir badshah maan legaa kii khwaja saraa key aage birbal kuchh naheen haye,joy
9830,birbal boley jahaanpnaah zaroor doongaa khushi seey poochhen,joy
9831,yadi khwaja saahab koo vishvaas naan hoe tou way feete seey saaree duniya koo napkar dikhaa dein kii merrie baat galat haye,joy
9832,aise sawalon key aise hii jawab hotey hain,joy
9833,"pahale merey jawabon koo galat saabit keejiye, taba aage biyen",joy
9834,lomdi bollie - kaue bhaai tum itna achchha gaate hoe,joy
9835,mujhe bhee aeka gaanaa sunaao,joy
9836,"joe mahaashay iss pareeksha mein poore utarenge, way iss uchch pada parr sushobhit honge",joy
9837,iss vigyaapan ney saare mulk mein tahalka machaa diyaa,joy
9838,aisaa oonchaa pada aur kissie prakaar kii qaid naheen,joy
9839,devga mein naye-naye aur rung-birange manushya dikhaayi dene lagey,joy
9840,sardar sujansingh ney inn mahanubhavon key aadar-satkaar kaa baan achchha prabandh curr diyaa thaa,joy
9841,loga apane-apane kamaron mein baithe hue rojedar musalmaanon kii tarah maheene key dinn ginaa karate they,joy
9842,harr aeka manushya apane jeevan koo apani buddhi key anusaar achche roop mein dikhaane kii koshish kartaa thaa,joy
9843,"mii. dha sus aur za seey unake gharon parr naukaron kii naak mein dumm thaa, lekin yeye sajjan aajkal 'aap' aur 'janaab' key bagair naukaron seey baatcheet naheen karate they",joy
9844,"mii. laal koo kitab seey ghrina thee, parantu aajkal way beyne-beyne grunth dekhane-panein mein doobe rahate they",joy
9845,"jisase baat keejiye, vaha namrata aur sadachar kaa devta banaa maloom detaa thaa",joy
9846,yeh bhee tou aakhir aeka vidya haye,joy
9847,"sambhav haye, kuchh haathon kii safai hii kaam curr jaae",joy
9848,riyasat devga mein yeh khel bilkul nirali baat thee,joy
9849,khel beyne utsaah seey jaari thaa,joy
9850,dhaave key loga jaba gend koo leey curr teji seey uten tou aisaa zaan pataan thaa kii koee lahar bateen chully aatee haye,joy
9851,sandhya taka yahee dhumdham rahee,joy
9852,usee samooh mein aeka aisaa manushya thaa jisake hriday mein dayaa thee aur saahas thaa,joy
9853,main tumhari gaanee nikaal duun,joy
9854,"vaha ghutane taka jameen mein gagan gayaa, lekin himmat naan haaree",joy
9855,"bailon koo sahaara milaa, himmat bandh gaee, unhone kandhe jhukaa curr aeka baar jore kiyaa tou gaanee naale key oopar thee",joy
9856,"bolaa- maharaj, aapane aaj mujhe ubaar liyaa, naheen tou saaree raat mujhe yahaan baithana pataan",joy
9857,yuvak ney hans curr kahaa- abb mujhe kuchh inam dete hoe,joy
9858,muskara curr bolaa- gahare paani mein paithane seey hii motee milata haye,joy
9859,"hriday vaha joe udaar hoe, atmabal vaha joe aapatti kaa veerata key saath saamana karey aur",joy
9860,iss riyasat key saubhagya seey hamein aisaa purush mill gayaa,joy
9861,main riyasat key pandit jankinath-saa diwan paane parr badhaai detaa huun,joy
9862,"sardar saahab ney phir farmaya- aap logon koo yeh sweekaar karane mein koee aapatti naan hogi kii joe purush swayam zakhmi hocker bhee aeka garib kisan kii bharee hui gaanee koo daldal seey nikaal curr naale key oopar chaan dey usake hriday mein saahas, atmabal aur udaartaa kaa vaas haye",joy
9863,aisaa aadami garibon koo kabhi naan sataavega,joy
9864,uska sankalp driyan haye joe usake chitt koo sthir rakhega,joy
9865,"vaha chaahe dhokha khaa jaaye, parantu dayaa aur dharm seey kabhi naan hatega",joy
9866,"yon tou vaha bahut seedha aur samajhdaar thaa,",joy
9867,motee pahale usa nadee mein jaakar khoob nahaaya,joy
9868,"ghar lautkar raaja saahab ney dhindhora pitwa diyaa kii joe aadami motee koo jeetaa pakadkar laayega, usey aeka hazaar rupaya inam diyaa jaayega",joy
9869,"murali thaa tou baalak parr himmat kaa dhanee thaa,",joy
9870,murali koo dekhkar pahachaan gayaa,joy
9871,"yeh vahee murali thaa, jise vaha apani soond seey uthaakar apane mastak parr bithaa letaa thaa",joy
9872,khush hocker soond hilaane lagaa,joy
9873,vaha pedh seey neeche utaraa aur usaki soond koo thapakiyan dene lagaa,joy
9874,unhein kitna achambha huaa kii vahee pagal motee abb gaay kii tarah seedha hoe gayaa haye,joy
9875,"unhone murali koo aeka hazaar rupaya inam tou diyaa hii, usey apana khaas mahawat banaa liyaa,",joy
9876,aur motee phir raaja saahab kaa sabse pyaara haathi bunn gayaa,joy
9877,"maan koo apane bete aur kisan koo apane lahalhaate khet dekhkar joe anand aataa haye, vahee anand baabaa bhaarati koo apana ghodaa dekhkar aataa thaa",joy
9878,"vaha ghodaa badaa sunder thaa, badaa balwan",joy
9879,usake jodd kaa ghodaa saare ilaake mein naan thaa,joy
9880,"baabaa bhaarati usey 'sultan' kaha curr pukaarte, apane haath seey kharhara karate, khud daanaa khilaate aur dekh-dekhkar prasann hotey they",joy
9881,"kahate, aise chalata haye jaise morr ghataa koo dekhkar naach rahaa hoe",joy
9882,aapaki dayaa haye,joy
9883,dekhoge tou prasann hoe jaaoge,joy
9884,maine bhee badee prashansa sunee haye,joy
9885,usaki chaal tumhara munn moh legee,joy
9886,kahate hain dekhane mein bhee bahut sundar haye,joy
9887,"kyaa kahana joe usey aeka baar dekh letaa haye, usake hriday parr usaki chhavi ankit hoe jaati haye",joy
9888,"bahut dinon seey abhilasha thee, aaj upasthit hoe sakaa huun",joy
9889,"usane sainkado ghode dekhe they, parantu aisaa baanka ghodaa usaki aankhon seey kabhi naan gujra thaa",joy
9890,"sochane lagaa, bhaagya kii baat haye",joy
9891,aisaa ghodaa khadagsingh key paas honah chaahiye thaa,joy
9892,ghodaa vayu-wegg seey udane lagaa,joy
9893,usaki chaal koo dekhkar khadagsingh key hriday parr saanp loat gayaa,joy
9894,"iss samay unaki aankhon mein chamak thee, mukh parr prasannata",joy
9895,"kabhi ghode key shareer koo dekhate, kabhi usake rung koo aur munn mein phoole naan samaate they",joy
9896,"babaji, yeh ghodaa abb naan doongaa",joy
9897,"babaji, aagya keejiye",joy
9898,"unhein iss ghode seey prem thaa, ise dekhkar unakaa mukh phool kii naaeen khil jaataa thaa",joy
9899,"aisaa manushya, manushya naheen devta haye",joy
9900,iss samay usaki aankhon mein neki key aansuu they,joy
9901,ghode ney apane swami key paanvo kii chaap koo pahachaan liyaa aur zor seey hinhinaya,joy
9902,abb baabaa bhaarati ashcharya aur prasannata seey daudate hue ander ghuse aur,joy
9903,apane pyaare ghode key galey seey lipatkar iss prakaar rone lagey maano koee pitaa bahut dinn seey bichhade hue putra seey mill rahaa hoe,joy
9904,"baar-baar usaki peethpar haath ferate, baar-baar usake munh parr thapakiyan dete",joy
9905,"phir way santosh seey boley,",joy
9906,abb koee deen-dukhiyon seey munh naan modega,joy
9907,kahaa-'' abb bantwara naheen hoga,joy
9908,humm saath-saath hii rahenge,joy
9909,mell seey rehna aur prem bantana hii sukhi jeevan bitaane kaa sootra haye,joy
9910,pitaji kahate hain vahee seedha hamaare ghar pahunch jaataa haye,joy
9911,parr loga kahate hain kii pakshi gaa rahey hain,joy
9912,"dinn-bhar ‘gutter-goon, gutter-goon’ kaa sangeet sunai detaa rahata haye",joy
9913,pitaji kahane lagey kii makaan kaa nireekshan curr rahee hain kii unake rahane yogya haye yaa naheen,joy
9914,aur saamaan bhee leey aaeen hain aur majey seey donon baithi gaanaa gaa rahee hain,joy
9915,"jahir haye, unhein ghar pasand aaa gayaa thaa",joy
9916,gauraiyon ney ghonsale mein seey sir nikalkar neeche kii or jhaankar dekhaa aur donon aeka saath ‘cheen-cheen karane lageen,joy
9917,aur maan khilkhilakar hansane lageen,joy
9918,maan koo aise maukon parr hamesha majaak soojhata haye,joy
9919,"hanskar bollie, chiyyaan aeka doosari seey poochh rahee hain kii yeh aadami kaun haye aur naach kyon rahaa haye",joy
9920,unhein pitaji kaa naachana jaise bahut pasand aaa rahaa thaa,joy
9921,"maan phir hansane lageen,",joy
9922,pankha chalaa dete tou yeye unai jaatin,joy
9923,maan ney hanskar kahaa,joy
9924,maan phir hans dee,joy
9925,"tum tou beyne samajhdaar hoe jee, sabhi daravaaze khule hain aur tum gauraiyon koo baahar nikaal rahey hoe",joy
9926,aeka baar tou jhoolati laathi maan key sir parr lagate-lagate bachee,joy
9927,maan taaliyan bajaane lageen,joy
9928,pitaji ney laathi deewaar key saath tikakar rakh dee aur chhaati failaaye kursi parr aaa baithe,joy
9929,aaj daravaaze bund rakho,joy
9930,unhone hukm diyaa,joy
9931,"aeka dinn ander naheen ghus paayengi, tou ghar chhon dengi",joy
9932,aur maan khilkhilakar hans deen,joy
9933,maine samajh liyaa kii unhein akl aaa gaee hogi,joy
9934,apani haar mankar kissie doosari jagah chully gaee hongi,joy
9935,jaba humm loga neeche utarkar aae tou way phir seey maujood theen aur majey seey baithi malhar gaa rahee theen,joy
9936,main haar maanane vaalaa aadami naheen huun,joy
9937,ghonsala tonaan kathin kaam naheen thaa,joy
9938,"chalo, dou tinake tou nickle gaye,",joy
9939,"maan hanskar bolin,",joy
9940,abb baaki dou hazaar bhee nickle jaayenge,joy
9941,nanhin-nanhin dou gauraiyaan,joy
9942,"way abhee bhee jhaanke jaa rahee theen aur cheen-cheen karke maano apana parichay dey rahee theen, humm aaa gaee hain",joy
9943,hamaare maan-baap kahaan hain,joy
9944,nanhin chiyyaan abhee bhee haanf-haanfkar chillaae jaa rahee theen aur apane maan-baap koo bulaa rahee theen,joy
9945,unake maan-baap jhata-seey ukaran ander aaa gaye aur cheen-cheen karate unase jaa mille aur unaki nanhin-nanhin chonchon mein chugga daalane lagey,joy
9946,parr abki baar pitaji unaki or dekh-dekhkar kewal muskaraate rahey,joy
9947,munni aur chunni mein laag-daat rahati haye,joy
9948,"jaisi dhoti munni koo aaye, vaisi hii chunni koo",joy
9949,"jaisa gahana munni koo baney, vaisa hii chunni koo",joy
9950,munni ney maanaa thaa kii main paas hoe jaaoongi tou mahabir swami koo mithaai chaaungi,joy
9951,jiss samay vaha mithaai chadhaa rahee thee usa samay usake munh parr santosh key chihn they,joy
9952,maataa key mukh parr vinod keaur devta key mukh parr jhemp key,joy
9953,bahut hii meethe swaron key saath vaha galiyon mein ghoomata huaa kahata -,joy
9954,"bachchon koo bahlanewala, khilaunewala",joy
9955,iss adhure vaakya koo vaha aise vichitra kintu maadak-madhur dhang seey gaakar kahata,joy
9956,unake snehaabhishikt kanth seey foota huaa upayukt gaan sunkar nikat key makanon mein halchal mutch jaati,joy
9957,chhote-chhote bachchon koo apani god mein liye yuvatiyaan chikon koo uthaakar chhajjon parr neeche jhaankane lagatin,joy
9958,galiyon aur unake antarvyaapi chhote-chhote udyaanon mein khelate aur ithalaate hue bachchon kaa jhund usey gher letaa,joy
9959,aur taba vaha khilaunewala vaheen baithkar khilaune kii petty khol detaa,joy
9960,bachche khilaune dekhkar pulkit hoe uthate,joy
9961,way paise laakar khilaune kaa moll-bhaav karane lagate,joy
9962,"ichhaka daam kyaa haye, aul ichhaka",joy
9963,aul ichhaka,joy
9964,"khilaunewala bachchon koo dekhta, aur unaki nanhin-nanhin ungaliyon seey paise leey letaa, aur bachchon kii ichchaanusaar unhein khilaune dey detaa",joy
9965,khilaune laker phir bachche uchhalane-koodane lagate aur taba phir khilaunewala usee prakaar gaakar kahata -,joy
9966,"bachchon koo bahlanewala, khilaunewala",joy
9967,mella ghola kaichha chhundal aii,joy
9968,"aul dekho, mella kaichha chhundal aii",joy
9969,donon apane haathi-ghode laker ghar bhar mein uchhalane lagey,joy
9970,bhaai vaah,joy
9971,murali bajaane mein vaha aeka hii ustaad haye,joy
9972,"murali bajaakar, gaanaa sunakar vaha murali bechata bhee haye sou bhee dou-dou paise",joy
9973,"parr bhaee, haye vaha aeka ustaad",joy
9974,"pratidin nagar kii pratyek gully mein uska maadak, mridul swar sunai padata -",joy
9975,"bachchon koo bahlanewala, muraliawala",joy
9976,khilaunewala bhee issie tarah gaa-gaakar khilaune becha kartaa thaa,joy
9977,"jaraa usa murliwale koo bulaao tou, chunnu-munnu key liye leey luun",joy
9978,"kyon bhaee, kiss tarah dete hoe murali",joy
9979,iss tarah daudate-haanfte hue bachchon kaa jhund aaa pahuncha,joy
9980,aeka swar seey sub boll uthhe -,joy
9981,"amm bee lende mulli, aur amm bee lende mulli",joy
9982,murliwala harsh-gadgad hoe uthaa,joy
9983,"bolaa, denge bhaiya",joy
9984,vijay baabu bheetar-baahar donon roopon mein muskara diye,joy
9985,yeh badee achchi murali haye,joy
9986,"tum yahee leey low baabu, raaja baabu tumhare layak tou buss yeh haye",joy
9987,"haan bhaiye, tumko vahee denge",joy
9988,yeye low,joy
9989,"achchha, yeye low tumhare liye maine pahale hii nikaal rakhee thee...",joy
9990,"dekho, maine tarkib bataai",joy
9991,"achchha, tum bhee yeh low",joy
9992,"achchha, tou abb main chalata huun",joy
9993,"aaj bhee usane anubhav kiyaa, bachchon key saath itane pyaar seey baatein karnewala feriwala pahale kabhi naheen aayaa",joy
9994,phir yeh sauda bhee kaisa sastaa bechata haye,joy
9995,bhalaa aadami zaan padata haye,joy
9996,"bachchon koo bahlanewala, muraliawala",joy
9997,rohini ise sunkar munn hii munn kahane luggy - aur swar kaisa meethaa haye iska,joy
9998,bahut dinon taka rohini koo murliwale kaa vaha meethaa swar aur usaki bachchon key prati way snehsikt baatein yaad aatee raheen,joy
9999,"bachchon koo bahlanewala, mithaiwala",joy
10000,"mithaiwale kaa swar usake liye parichit thaa, jhata seey rohini neeche utar aaee",joy
10001,"daadi, chunnu-munnu key liye mithaai lenny haye",joy
10002,"yeye nae tarah kii mithaaiyaan hain - rung-birangi, kuchh-kuchh khatti, kuchh-kuchh meethi, jayakedar, badee dair taka munh mein tikati hain",joy
10003,jaldi naheen ghulatin,joy
10004,bachche badey chaav seey choosate hain,joy
10005,inn gunon key siva yeye khaansi bhee door karati hain,joy
10006,kitni duun,joy
10007,"chapti, goal, pahaldar goliyaan hain",joy
10008,"arey haan, main boodhi hui moll-bhaav abb mujhe jyada karna aataa bhee naheen",joy
10009,kahate hue daadi key popale munh seey jaraa-see muskaraharat foot nikali,joy
10010,"isase pahale murali laker aayaa thaa, aur usase bhee pahale khilaune laker",joy
10011,"parr haan; santosh, dheeraj aur kabhi-kabhi aseem sukh jaroor milata haye aur yahee main chaahata bhee huun",joy
10012,main bahut utsuk huun,joy
10013,tumhara harja naan hoga,joy
10014,mithaai main aur bhee kuchh leey loongi,joy
10015,meraa vaha soney kaa sansar thaa,joy
10016,"baahar sampatti kaa vaibhav thaa, bheetar saansaarik sukh thaa",joy
10017,"stree sundari thee, merrie praan thee",joy
10018,"bachche aise sunder they, jaise soney key sajeev khilaune",joy
10019,unaki athkheliyon key maare ghar mein kolahal machaa rahata thaa,joy
10020,iss tarah sukh-santosh key saath maroonga,joy
10021,iss tarah key jeevan mein kabhi-kabhi apane una bachchon kii aeka jhalak-see mill jaataa haye,joy
10022,"aisaa zaan padata haye, jaise way inhin mein uchhal-uchhalkar hans-khel rahey hain",joy
10023,"paison kii kamee thode hii haye, aapaki dayaa seey paise tou kaafee hain",joy
10024,"ammaan, mithaai",joy
10025,mujhase low,joy
10026,abb iss baar yeye paise naan luungaa,joy
10027,bachchon koo bahlanewala mithaiwala,joy
10028,hansee aur vinod kaa kalnad goonj rahaa thaa,joy
10029,usake abhaav mein bhee sampannata thee,joy
10030,mujhe tou khilaunon parr nishana lagaana achchha maloom huaa,joy
10031,jadugar tou bilkul nikamma haye,joy
10032,usase achchha tou taash kaa khel main hii dikhaa sakata huun,joy
10033,” usane bee pragalbhata seey kahaa,joy
10034,aaj key tumhin mitra rahey,joy
10035,”desh key liye,joy
10036,” vaha garv seey bolaa,joy
10037,"usane kahaa, ”tamasha dekhane naheen, dikhaane nikla huun",joy
10038,"kuchh paise leey jaaoonga, tou maan koo pathya doongaa",joy
10039,"jaba kuchh loga khel-tamasha dekhate hii hain, tou main kyon naan dikhaakar maan kii dawaa karoon aur apana pett bharuun",joy
10040,"maine usase kahaa, ”achchha chalo, nishana lagaaya jaae",joy
10041,aaj kahiye tou khel dikhaauun,joy
10042,"srimatiji ney kahaa, ”dikhalaao jee, tum tou achche aae",joy
10043,"bhalaa, kuchh munn tou bahale",joy
10044,"” main chup hoe gayaa, kyonki srimatiji kii vaani mein vaha maan kii-see mithaas thee, jisake saamane kissie bhee laken koo rokaa naheen jaa sakata",joy
10045,usa dinn carnival key sub khilaune usake khel mein apana abhinay karane lagey,joy
10046,laken kii vachalta seey hii abhinay hoe rahaa thaa,joy
10047,sub hansate-hansate loat-pott hoe gaye,joy
10048,"maine kahaa, ”abb hoe chuka",joy
10049,"apana khel bator low, humm loga bhee abb jaayenge",joy
10050,vaha uchhal uthaa,joy
10051,”chhota jadugar kahiye,joy
