,Unnamed: 0,Translated_Utterance,Emotion
3936,4865,चलो फिर से सूखी हूँ।,neutral
3937,4867,फिर भी रोना,surprise
3938,4868,लाइक,neutral
3939,4869,हां मैं केवल एक आदमी को बंद करने के दो तरीके के बारे में जानता हूं। और उनमें से एक यौन संबंध है।,neutral
3940,4870,क्या,neutral
3941,4871,मुझे नहीं पता मैं मैंने कभी भी दूसरे का उपयोग नहीं किया था।,neutral
3942,4872,मैं क्या कह रहा हूँ,neutral
3943,4874,आप,neutral
3944,4875,Anyway uh महान विचार,joy
3945,4876,Umm मैं gotta स्टोर में जाना मैंने उसे बताया कि मैं उसे कुछ और ऊतक खरीदूंगा।,neutral
3946,4877,ओह हमारे पास कुछ है,neutral
3947,4879,ओके हाँ। ट्रिपल हमें उठा सकते हैं।,neutral
3948,4880,महान,joy
3949,4881,क्या शहर हम निकट हैं,neutral
3950,4882,फ्रीमॉन्ट वेस्टवेस्टमोंट आह वेस्टबर्ग,neutral
3951,4884,हाँ हम निश्चित रूप से रूट  पर हैं।,neutral
3952,4885,ओके हम रूट  पर बाकी स्टॉप पर हैं। ओके कोई रूट  नहीं है। ओके या तो  या ,neutral
3953,4887,ओके,neutral
3954,4888,हे क्या आप  तक किसी को भेज सकते हैं और हर बाकी स्टॉप को चेक कर सकते हैं और  भी कर सकते हैं,neutral
3955,4889,नमस्ते,neutral
3956,4890,हाँ वे नहीं करते,neutral
3957,4893,मेरा मतलब है कि आपने पिछले घंटों में यहां एक कार देखी है,fear
3958,4894,मुझे लगता है कि हमें रॉस को कॉल करना चाहिए शायद वह एक कार प्राप्त कर सकता है और हमें उठा सकता है।,neutral
3959,4895,नहीं नहीं मैं रॉस के साथ एक कार में नहीं मिल रहा हूँ हम सिर्फ यहाँ रहना होगा,anger
3960,4896,लेकिन अगर ,fear
3961,4897,नहीं मैं उसके साथ एक कार में नहीं मिल रहा हूँ तुम,anger
3962,4898,ओह अच्छा ओह जो और चांदलर वापस आ गए हैं।,joy
