,Translated_Utterance,Emotion
4506,"हाँ, यह बहुत अच्छा होगा। मैं इसे प्यार करता हूँ।",joy
4507,"मैं भी इसे प्यार करता हूँ। गोली मारो, मैं गया हूँ जाओ। इसलिए, मैं बाद में आपसे बात करूँगा।",neutral
4508,"All right, Julie.",neutral
4509,बाय,neutral
4510,बाय एक जोड़तोड़ क्या है।,disgust
4511,"चांदलर, मैं सही अंगूठी पाया।",joy
4512,"ओह, कि? उह, कि? बहुत अच्छा है लेकिन मैं? मैं पहले उठाया एक के साथ जाने के लिए?",neutral
4513,"हे मेरे भगवान चांदलर, जिसे आपने चुना है वह चला गया है। यह?",anger
4514,क्या?,surprise
4515,कुछ लड़के ने इसे खरीदा। मैं? मैं इसे रोकने के लिए थक गया लेकिन वे मुझे जेल में डाल दिया!,non-neutral
4516,उन्होंने आपको जेल में डाल दिया?,surprise
4517,दरवाजे के बीच थोड़ा जेल!,non-neutral
4518,"Phoebe, मैं तुम्हें अंगूठी की रक्षा करने के लिए कहा!",anger
4519,"मुझे पता है, मैं? लेकिन हां? मोनिका ने कभी भी अन्य रिंग को नहीं देखा।",non-neutral
4520,लेकिन जब उन्होंने मुझे रिंग के साथ प्रस्तावित किया तो मुझे हंस टक्कर मिली।,non-neutral
4521,शायद यह लड़का था।,neutral
4522,यह अंगूठी थी!,non-neutral
